Teilnehmer;Anmeldeart_A;Verfahren;Bezugsnummer/LRN;Anlagedatum;Zeit;Zeitpunkt der letzten CUSTAX;Überlassungsdatum;Annahmedatum;Registriernummer/MRN;Weitere Reg.Nr.;EDIFNR;Versendungsland;Art der Vertretung;Vertreter des Anmelders;Vertreter AE EORI;AE Name;Versender CZ EORI;CZ Code;CZ Name;CZ Ländercode;Empfänger CN EORI;CN Code;CN Name;CN Ländercode;Anmelder DT EORI;DT Code;DT Name;DT Ländercode;UstID-DT;Käufer BY Name;BY EORI;Verkäufer SL Name;SL EORI;ZollRechtlicherStatus;Bewilligungsnummer;Gesamtgewicht;Liefercode;Lieferort;Lieferkey;Geschäftsart;Rechnungsbetrag;Rechnungswährung;Rechnungskurs;Zollstelle;Aufschubart;HZAZoll;KontoZoll;TextZoll;EORIZoll;KennzeichenEigenZoll;ArtEust;HZAEust;KontoEusT;TextEust;EORIEust;KennzeichenEigenEust;Container;Unterlagenzeile;Unterlagenbereich;Unterlagenart;Unterlagennummer;Unterlagendatum;PositionNo;Positionen;Vorausstl. Zollabgabe;Vorausstl. Zollsatzabgabe;Vorausstl. Eustabgabe;Vorausstl. Eustsatzabgabe;Zollwert;AbgabeZoll;AbgabeZollsatz;Eustwert;AbgabeEust;AbgabeEustsatz;AbgabeAntidumping;AbgabeAntidumpingSatz;Status Steuerbescheid;ArtikelCode;Warentarifnummer;Warenzusatz1;Warenzusatz2;Warenbezeichnung;Verfahren;EU Code;Artikelpreis;Statistischerwert;Eust manuell;Ursprung;Präferenzursprungsland;Beguenstigung;Rohmasse;Rohmasseeinheit;Eigenmasse;Eigenmasseeinheit;Positionszusatz;Aussenhandelstatistische Menge;Maßeinheit;AnzahlPackstücke;Packstückart;Packstückbezeichnung;Zusätzliche angaben;SonderAbgabeZoll;SonderAbgabeEust;AbgabeZusatzzölle;SonderAbgabeAntidumping;Verbrauchssteuern;Positionsunterlagenzeile;Unterlagenbereich;Unterlagenart;Unterlagennummer;Unterlagendatum;DV1Rechnungsbetrag;Währung;DV1UmgerechnerterRechnungsbetrag;Währung;DV1Versicherung;Währung;DV1Luftfrachtkosten;Währung;DV1Frachtkosten;Währung;DV1Materialien;Währung;DV1Provisionen;Währung;Abflughafen Code;Abflughafen Text;Vorpapierart;Vorpapiere Reg.nummer;BEAnteil SumA;BEAnteil ZL;BEAnteil AV;UST-ID Einführer;UST-ID Erwerber;UST-ID Fiskalvertreter;Shipmentnummer;Importstatus
ZOCE;EZA;IPDC;SBKK0447344-NYKU-HELLA;27.05.2025;16:36;16.06.2025 10:20;16.06.2025;16.06.2025;25DE4851FCA01XB0R0;ATC400824400620254851;CUSTAX48510000846455706160625102015;TH;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;NORMA LAMP;NORMA Automotive Germany S.A.;LU;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;NORMA Automotive Germany S.A.;;IM;;3729,200000;FOB;Lat Krabang;1;11;52617,77;EUR;;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; NYKU3551475;;;;;;32;33;29,43;2,7;217,42;19;1089,93;29,43;2,7;1144,32;217,42;19;;;5;002.071-261;85392930000;;;hier: 12800 Glühlampen ECE-R 37-R5W-24V5W 8GA für Kraftfahrzeuge, Artikel: 002.071-261, P/O: 4502941298;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;1057,28;1090,00;;Thailand;;100;;;44,800000;KGM;;12800,000;NAR;;;;;;;;;;0;4;7HHF;BKK0447344;18.04.2025;1057,28;EUR;1057,28;EUR;0,16;EUR;;;32,49;EUR;;;;;;;ATNEU;; ATB152015190520254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;SBKK0447344-NYKU-HELLA;27.05.2025;16:36;16.06.2025 10:20;16.06.2025;16.06.2025;25DE4851FCA01XB0R0;ATC400824400620254851;CUSTAX48510000846455706160625102015;TH;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;NORMA LAMP;NORMA Automotive Germany S.A.;LU;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;NORMA Automotive Germany S.A.;;IM;;3729,200000;FOB;Lat Krabang;1;11;52617,77;EUR;;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; NYKU3551475;;;;;;32;33;29,43;2,7;217,42;19;1089,93;29,43;2,7;1144,32;217,42;19;;;5;002.071-261;85392930000;;;hier: 12800 Glühlampen ECE-R 37-R5W-24V5W 8GA für Kraftfahrzeuge, Artikel: 002.071-261, P/O: 4502941298;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;1057,28;1090,00;;Thailand;;100;;;44,800000;KGM;;12800,000;NAR;;;;;;;;;;1;4;N380;CI0002953;21.04.2025;1057,28;EUR;1057,28;EUR;0,16;EUR;;;32,49;EUR;;;;;;;ATNEU;; ATB152015190520254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;SBKK0447344-NYKU-HELLA;27.05.2025;16:36;16.06.2025 10:20;16.06.2025;16.06.2025;25DE4851FCA01XB0R0;ATC400824400620254851;CUSTAX48510000846455706160625102015;TH;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;NORMA LAMP;NORMA Automotive Germany S.A.;LU;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;NORMA Automotive Germany S.A.;;IM;;3729,200000;FOB;Lat Krabang;1;11;52617,77;EUR;;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; NYKU3551475;;;;;;33;33;10,04;2,7;73,71;19;371,68;10,04;2,7;387,96;73,71;19;;;5;002.078-221;85392930000;;;hier: 3200 Stk. Glühlampen ECE-R 37-P21/5W-12V21/5W 8GD für Kraftfahrzeuge, Artikel: 002.078-221, P/O: 4502941298;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;363,52;372,00;;Thailand;;100;;;11,200000;KGM;;3200,000;NAR;;;;;;;;;;0;4;7HHF;BKK0447344;18.04.2025;363,52;EUR;363,52;EUR;0,04;EUR;;;8,12;EUR;;;;;;;ATNEU;; ATB152015190520254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;SBKK0447344-NYKU-HELLA;27.05.2025;16:36;16.06.2025 10:20;16.06.2025;16.06.2025;25DE4851FCA01XB0R0;ATC400824400620254851;CUSTAX48510000846455706160625102015;TH;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;NORMA LAMP;NORMA Automotive Germany S.A.;LU;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;NORMA Automotive Germany S.A.;;IM;;3729,200000;FOB;Lat Krabang;1;11;52617,77;EUR;;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; NYKU3551475;;;;;;33;33;10,04;2,7;73,71;19;371,68;10,04;2,7;387,96;73,71;19;;;5;002.078-221;85392930000;;;hier: 3200 Stk. Glühlampen ECE-R 37-P21/5W-12V21/5W 8GD für Kraftfahrzeuge, Artikel: 002.078-221, P/O: 4502941298;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;363,52;372,00;;Thailand;;100;;;11,200000;KGM;;3200,000;NAR;;;;;;;;;;1;4;N380;CI0002953;21.04.2025;363,52;EUR;363,52;EUR;0,04;EUR;;;8,12;EUR;;;;;;;ATNEU;; ATB152015190520254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;STPE0555652-TCLU-HELLA;27.05.2025;15:46;15.06.2025 12:16;15.06.2025;15.06.2025;25DE4851FCA01TLCR2;ATC400779020620254851;CUSTAX48510000846260202150625121601;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;TYC BROTHER INDUSTRIAL CO LTD.;TYC Brother Industrial Co Ltd.;TW;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;TYC Brother Industrial Co Ltd.;;IM;;2290,700000;FOB;Taoyuan;1;11;54633,69;USD;1,1321;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; TCLU5347109;;;;;;1;15;646,54;2,7;4683,68;19;24144,02;651,89;2,7;24854,23;4722,30;19;;;5;;85122000900;;;her: 18 Stk. Scheinwerfer für Kraftfahrzeuge, Artikel: 354.889-011, P/O: 4502942321;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;27210,00;23946,00;;China;;100;;;50,100000;KGM;;;;40;PX;Adresse;;;;;;;0;4;7HHF;TPE0555652;29.04.2025;27210,00;USD;23837,06;EUR;0,38;USD;;;108,70;EUR;;;;;;;ATNEU;; ATB150174650620254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;STPE0555652-TCLU-HELLA;27.05.2025;15:46;15.06.2025 12:16;15.06.2025;15.06.2025;25DE4851FCA01TLCR2;ATC400779020620254851;CUSTAX48510000846260202150625121601;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;TYC BROTHER INDUSTRIAL CO LTD.;TYC Brother Industrial Co Ltd.;TW;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;TYC Brother Industrial Co Ltd.;;IM;;2290,700000;FOB;Taoyuan;1;11;54633,69;USD;1,1321;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; TCLU5347109;;;;;;1;15;646,54;2,7;4683,68;19;24144,02;651,89;2,7;24854,23;4722,30;19;;;5;;85122000900;;;her: 18 Stk. Scheinwerfer für Kraftfahrzeuge, Artikel: 354.889-011, P/O: 4502942321;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;27210,00;23946,00;;China;;100;;;50,100000;KGM;;;;40;PX;Adresse;;;;;;;1;4;N380;1890046624;30.04.2025;27210,00;USD;23837,06;EUR;0,38;USD;;;108,70;EUR;;;;;;;ATNEU;; ATB150174650620254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;STPE0555652-TCLU-HELLA;27.05.2025;15:46;15.06.2025 12:16;15.06.2025;15.06.2025;25DE4851FCA01TLCR2;ATC400779020620254851;CUSTAX48510000846260202150625121601;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;TYC BROTHER INDUSTRIAL CO LTD.;TYC Brother Industrial Co Ltd.;TW;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;TYC Brother Industrial Co Ltd.;;IM;;2290,700000;FOB;Taoyuan;1;11;54633,69;USD;1,1321;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; TCLU5347109;;;;;;1;15;646,54;2,7;4683,68;19;24144,02;651,89;2,7;24854,23;4722,30;19;;;5;;85122000900;;;her: 18 Stk. Scheinwerfer für Kraftfahrzeuge, Artikel: 354.889-011, P/O: 4502942321;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;27210,00;23946,00;;China;;100;;;50,100000;KGM;;;;40;PX;Adresse;;;;;;;2;4;N380;189-DE024-240411-2;04.11.2024;27210,00;USD;23837,06;EUR;0,38;USD;;;108,70;EUR;;;;;;;ATNEU;; ATB150174650620254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;STPE0555652-TCLU-HELLA;27.05.2025;15:46;15.06.2025 12:16;15.06.2025;15.06.2025;25DE4851FCA01TLCR2;ATC400779020620254851;CUSTAX48510000846260202150625121601;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;TYC BROTHER INDUSTRIAL CO LTD.;TYC Brother Industrial Co Ltd.;TW;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;TYC Brother Industrial Co Ltd.;;IM;;2290,700000;FOB;Taoyuan;1;11;54633,69;USD;1,1321;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; TCLU5347109;;;;;;1;15;646,54;2,7;4683,68;19;24144,02;651,89;2,7;24854,23;4722,30;19;;;5;;85122000900;;;her: 18 Stk. Scheinwerfer für Kraftfahrzeuge, Artikel: 354.889-011, P/O: 4502942321;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;27210,00;23946,00;;China;;100;;;50,100000;KGM;;;;40;PX;Adresse;;;;;;;3;4;N380;189-DE024-240508-1;04.11.2024;27210,00;USD;23837,06;EUR;0,38;USD;;;108,70;EUR;;;;;;;ATNEU;; ATB150174650620254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;STPE0555652-TCLU-HELLA;27.05.2025;15:46;15.06.2025 12:16;15.06.2025;15.06.2025;25DE4851FCA01TLCR2;ATC400779020620254851;CUSTAX48510000846260202150625121601;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;TYC BROTHER INDUSTRIAL CO LTD.;TYC Brother Industrial Co Ltd.;TW;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;TYC Brother Industrial Co Ltd.;;IM;;2290,700000;FOB;Taoyuan;1;11;54633,69;USD;1,1321;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; TCLU5347109;;;;;;2;15;333,42;2,7;2415,21;19;12451,09;336,18;2,7;12816,49;2435,13;19;;;5;;85122000900;;;her: 9 Stk. Scheinwerfer für Kraftfahrzeuge, Artikel: 354.889-081, P/O: 4502942321;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;14034,00;12349,00;;China;;100;;;25,100000;KGM;;;;;;;;;;;;;0;4;7HHF;TPE0555652;29.04.2025;14034,00;USD;12294,35;EUR;0,20;USD;;;54,48;EUR;;;;;;;ATNEU;; ATB150174650620254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;STPE0555652-TCLU-HELLA;27.05.2025;15:46;15.06.2025 12:16;15.06.2025;15.06.2025;25DE4851FCA01TLCR2;ATC400779020620254851;CUSTAX48510000846260202150625121601;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;TYC BROTHER INDUSTRIAL CO LTD.;TYC Brother Industrial Co Ltd.;TW;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;TYC Brother Industrial Co Ltd.;;IM;;2290,700000;FOB;Taoyuan;1;11;54633,69;USD;1,1321;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; TCLU5347109;;;;;;2;15;333,42;2,7;2415,21;19;12451,09;336,18;2,7;12816,49;2435,13;19;;;5;;85122000900;;;her: 9 Stk. Scheinwerfer für Kraftfahrzeuge, Artikel: 354.889-081, P/O: 4502942321;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;14034,00;12349,00;;China;;100;;;25,100000;KGM;;;;;;;;;;;;;1;4;N380;1890046624;30.04.2025;14034,00;USD;12294,35;EUR;0,20;USD;;;54,48;EUR;;;;;;;ATNEU;; ATB150174650620254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;STPE0555652-TCLU-HELLA;27.05.2025;15:46;15.06.2025 12:16;15.06.2025;15.06.2025;25DE4851FCA01TLCR2;ATC400779020620254851;CUSTAX48510000846260202150625121601;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;TYC BROTHER INDUSTRIAL CO LTD.;TYC Brother Industrial Co Ltd.;TW;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;TYC Brother Industrial Co Ltd.;;IM;;2290,700000;FOB;Taoyuan;1;11;54633,69;USD;1,1321;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; TCLU5347109;;;;;;2;15;333,42;2,7;2415,21;19;12451,09;336,18;2,7;12816,49;2435,13;19;;;5;;85122000900;;;her: 9 Stk. Scheinwerfer für Kraftfahrzeuge, Artikel: 354.889-081, P/O: 4502942321;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;14034,00;12349,00;;China;;100;;;25,100000;KGM;;;;;;;;;;;;;2;4;N380;189-DE024-240411-2;04.11.2024;14034,00;USD;12294,35;EUR;0,20;USD;;;54,48;EUR;;;;;;;ATNEU;; ATB150174650620254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;STPE0555652-TCLU-HELLA;27.05.2025;15:46;15.06.2025 12:16;15.06.2025;15.06.2025;25DE4851FCA01TLCR2;ATC400779020620254851;CUSTAX48510000846260202150625121601;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;TYC BROTHER INDUSTRIAL CO LTD.;TYC Brother Industrial Co Ltd.;TW;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;TYC Brother Industrial Co Ltd.;;IM;;2290,700000;FOB;Taoyuan;1;11;54633,69;USD;1,1321;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; TCLU5347109;;;;;;2;15;333,42;2,7;2415,21;19;12451,09;336,18;2,7;12816,49;2435,13;19;;;5;;85122000900;;;her: 9 Stk. Scheinwerfer für Kraftfahrzeuge, Artikel: 354.889-081, P/O: 4502942321;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;14034,00;12349,00;;China;;100;;;25,100000;KGM;;;;;;;;;;;;;3;4;N380;189-DE024-240508-1;04.11.2024;14034,00;USD;12294,35;EUR;0,20;USD;;;54,48;EUR;;;;;;;ATNEU;; ATB150174650620254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;STPE0555652-TCLU-HELLA;27.05.2025;15:46;15.06.2025 12:16;15.06.2025;15.06.2025;25DE4851FCA01TLCR2;ATC400779020620254851;CUSTAX48510000846260202150625121601;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;TYC BROTHER INDUSTRIAL CO LTD.;TYC Brother Industrial Co Ltd.;TW;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;TYC Brother Industrial Co Ltd.;;IM;;2290,700000;FOB;Taoyuan;1;11;54633,69;USD;1,1321;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; TCLU5347109;;;;;;3;15;96,41;2,7;715,87;19;3598,73;97,17;2,7;3796,59;721,35;19;;;5;;85122000900;;;her: 27 Stk. Scheinwerfer für Kraftfahrzeuge, Artikel: 354.889-061, P/O: 4502942321;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;3861,00;3571,00;;China;;100;;;86,500000;KGM;;;;;;;;;;;;;0;4;7HHF;TPE0555652;29.04.2025;3861,00;USD;3382,39;EUR;0,65;USD;;;187,68;EUR;;;;;;;ATNEU;; ATB150174650620254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;STPE0555652-TCLU-HELLA;27.05.2025;15:46;15.06.2025 12:16;15.06.2025;15.06.2025;25DE4851FCA01TLCR2;ATC400779020620254851;CUSTAX48510000846260202150625121601;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;TYC BROTHER INDUSTRIAL CO LTD.;TYC Brother Industrial Co Ltd.;TW;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;TYC Brother Industrial Co Ltd.;;IM;;2290,700000;FOB;Taoyuan;1;11;54633,69;USD;1,1321;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; TCLU5347109;;;;;;3;15;96,41;2,7;715,87;19;3598,73;97,17;2,7;3796,59;721,35;19;;;5;;85122000900;;;her: 27 Stk. Scheinwerfer für Kraftfahrzeuge, Artikel: 354.889-061, P/O: 4502942321;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;3861,00;3571,00;;China;;100;;;86,500000;KGM;;;;;;;;;;;;;1;4;N380;1890046624;30.04.2025;3861,00;USD;3382,39;EUR;0,65;USD;;;187,68;EUR;;;;;;;ATNEU;; ATB150174650620254851 - POS 1;;;;;;;
ZOCE;EZA;IPDC;STPE0555652-TCLU-HELLA;27.05.2025;15:46;15.06.2025 12:16;15.06.2025;15.06.2025;25DE4851FCA01TLCR2;ATC400779020620254851;CUSTAX48510000846260202150625121601;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;TYC BROTHER INDUSTRIAL CO LTD.;TYC Brother Industrial Co Ltd.;TW;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;TYC Brother Industrial Co Ltd.;;IM;;2290,700000;FOB;Taoyuan;1;11;54633,69;USD;1,1321;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E; TCLU5347109;;;;;;4;15;99,06;2,7;733,01;19;3697,95;99,84;2,7;3887,77;738,68;19;;;5;;85122000900;;;her: 27 Stk. Scheinwerfer für Kraftfahrzeuge, Artikel: 354.889-041, P/O: 4502942321;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;3996,00;3669,00;;China;;100;;;77,300000;KGM;;;;;;;;;;;;;0;4;7HHF;TPE0555652;29.04.2025;3996,00;USD;3500,66;EUR;0,58;USD;;;167,72;EUR;;;;;;;ATNEU;; ATB150174650620254851 - POS 1;;;;;;;
